Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Evis,7/15/2021 8:35,0:38:59,,The Blacklist: Season 8: Konets (Episode 22),,Chrome PC (Cadmium),0:42:55,0:42:55,AL (Albania)
Evis,7/14/2021 19:11,0:03:55,,The Blacklist: Season 8: Konets (Episode 22),,Chrome PC (Cadmium),0:03:56,Not latest view,AL (Albania)
Evis,7/14/2021 18:21,0:42:24,,The Blacklist: Season 8: Nachalo (Episode 21),,Chrome PC (Cadmium),0:42:24,0:42:24,AL (Albania)
Evis,7/14/2021 18:21,0:00:11,,The Blacklist: Season 1: The Freelancer (No. 145) (Episode 2),,Chrome PC (Cadmium),0:02:35,0:02:35,AL (Albania)
Evis,7/14/2021 18:20,0:00:31,Autoplayed: user action: None; ,Season 1 Trailer: La cocinera de Castamar,TRAILER,Chrome PC (Cadmium),0:00:31,0:00:31,AL (Albania)
Evis,7/14/2021 13:39,0:21:38,,Brooklyn Nine-Nine: Season 6: The Suicide Squad (Episode 18),,Netflix Android STB L3 Android,0:21:38,0:21:38,AL (Albania)
Evis,7/14/2021 12:12,0:00:03,,Brooklyn Nine-Nine: Season 6: The Suicide Squad (Episode 18),,Netflix Android STB L3 Android,0:00:03,Not latest view,AL (Albania)
Evis,7/14/2021 11:56,0:16:18,,Brooklyn Nine-Nine: Season 6: Sicko (Episode 17),,Netflix Android STB L3 Android,0:21:30,0:21:30,AL (Albania)
Evis,7/13/2021 12:45,0:04:58,,Brooklyn Nine-Nine: Season 6: Sicko (Episode 17),,Chrome PC (Cadmium),0:05:17,Not latest view,AL (Albania)
Evis,7/13/2021 12:24,0:21:09,,Brooklyn Nine-Nine: Season 6: Cinco de Mayo (Episode 16),,Chrome PC (Cadmium),0:21:28,0:21:28,AL (Albania)
Evis,7/13/2021 12:02,0:21:13,,Brooklyn Nine-Nine: Season 6: Return of the King (Episode 15),,Chrome PC (Cadmium),0:21:32,0:21:32,AL (Albania)
Evis,7/13/2021 11:04,0:00:01,,Brooklyn Nine-Nine: Season 6: Return of the King (Episode 15),,Chrome PC (Cadmium),0:00:05,Not latest view,AL (Albania)
Evis,7/13/2021 10:44,0:19:47,,Brooklyn Nine-Nine: Season 6: Ticking Clocks (Episode 14),,Chrome PC (Cadmium),0:20:54,0:20:54,AL (Albania)
Evis,7/13/2021 10:42,0:01:45,Autoplayed: user action: None; ,Season 1 Trailer: How to Become a Tyrant,TRAILER,Chrome PC (Cadmium),0:00:00,0:00:00,AL (Albania)
Evis,7/13/2021 9:29,0:01:03,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 6: Ticking Clocks (Episode 14),,Chrome PC (Cadmium),0:01:07,Not latest view,AL (Albania)
Evis,7/13/2021 9:22,0:04:10,,Brooklyn Nine-Nine: Season 6: The Bimbo (Episode 13),,Chrome PC (Cadmium),0:21:34,0:21:34,AL (Albania)
Evis,7/13/2021 8:34,0:17:04,,Brooklyn Nine-Nine: Season 6: The Bimbo (Episode 13),,Chrome PC (Cadmium),0:17:24,Not latest view,AL (Albania)
Evis,7/13/2021 8:33,0:00:04,Autoplayed: user action: None; ,Marvel's Jessica Jones (Trailer),TRAILER,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,7/12/2021 11:24,0:00:01,,Brooklyn Nine-Nine: Season 6: The Bimbo (Episode 13),,Chrome PC (Cadmium),0:00:05,Not latest view,AL (Albania)
Evis,7/12/2021 11:02,0:21:05,,Brooklyn Nine-Nine: Season 6: Casecation (Episode 12),,Chrome PC (Cadmium),0:21:30,0:21:30,AL (Albania)
Evis,7/12/2021 11:02,0:00:08,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:08,Not latest view,AL (Albania)
Evis,7/12/2021 9:08,0:00:06,,Brooklyn Nine-Nine: Season 6: Casecation (Episode 12),,Chrome PC (Cadmium),0:00:10,Not latest view,AL (Albania)
Evis,7/12/2021 8:42,0:21:14,,Brooklyn Nine-Nine: Season 6: The Therapist (Episode 11),,Chrome PC (Cadmium),0:21:30,0:21:30,AL (Albania)
Evis,7/12/2021 8:42,0:00:13,Autoplayed: user action: None; ,Season 5 Part 2 Trailer: Lucifer,TRAILER,Chrome PC (Cadmium),0:00:13,0:00:13,AL (Albania)
Evis,7/10/2021 9:46,0:00:03,,Brooklyn Nine-Nine: Season 6: The Therapist (Episode 11),,Netflix Android STB L3 Android,0:00:03,Not latest view,AL (Albania)
Evis,7/10/2021 9:26,0:19:56,,Brooklyn Nine-Nine: Season 6: Gintars (Episode 10),,Netflix Android STB L3 Android,0:21:30,0:21:30,AL (Albania)
Evis,7/9/2021 19:58,0:01:35,,Brooklyn Nine-Nine: Season 6: Gintars (Episode 10),,Netflix Android STB L3 Android,0:01:35,Not latest view,AL (Albania)
Evis,7/9/2021 19:36,0:21:29,,Brooklyn Nine-Nine: Season 6: The Golden Child (Episode 9),,Netflix Android STB L3 Android,0:21:29,0:21:29,AL (Albania)
Evis,7/9/2021 19:15,0:21:30,,"Brooklyn Nine-Nine: Season 6: He Said, She Said (Episode 8)",,Netflix Android STB L3 Android,0:21:30,0:21:30,AL (Albania)
Evis,7/9/2021 18:53,0:21:29,,Brooklyn Nine-Nine: Season 6: The Honeypot (Episode 7),,Netflix Android STB L3 Android,0:21:29,0:21:29,AL (Albania)
Evis,7/9/2021 18:38,0:12:51,,Brooklyn Nine-Nine: Season 6: The Crime Scene (Episode 6),,Netflix Android STB L3 Android,0:21:27,0:21:27,AL (Albania)
Evis,7/9/2021 9:55,0:00:01,,Brooklyn Nine-Nine: Season 6: The Crime Scene (Episode 6),,Chrome PC (Cadmium),0:08:36,Not latest view,AL (Albania)
Evis,7/9/2021 8:45,0:08:17,,Brooklyn Nine-Nine: Season 6: The Crime Scene (Episode 6),,Chrome PC (Cadmium),0:08:35,Not latest view,AL (Albania)
Evis,7/9/2021 8:40,0:04:39,,Brooklyn Nine-Nine: Season 6: A Tale of Two Bandits (Episode 5),,Chrome PC (Cadmium),0:21:30,0:21:30,AL (Albania)
Evis,7/7/2021 17:16,0:16:49,,Brooklyn Nine-Nine: Season 6: A Tale of Two Bandits (Episode 5),,Chrome PC (Cadmium),0:16:57,Not latest view,AL (Albania)
Evis,7/7/2021 14:05,0:05:37,,Brooklyn Nine-Nine: Season 6: Four Movements (Episode 4),,Apple iPhone 8 Plus (CDMA),0:21:08,0:21:08,AL (Albania)
Evis,7/7/2021 13:43,0:15:25,,Brooklyn Nine-Nine: Season 6: Four Movements (Episode 4),,Chrome PC (Cadmium),0:15:44,Not latest view,AL (Albania)
Evis,7/7/2021 13:20,0:19:08,,Brooklyn Nine-Nine: Season 6: The Tattler (Episode 3),,Chrome PC (Cadmium),0:21:26,0:21:26,AL (Albania)
Evis,7/7/2021 13:19,0:01:36,Autoplayed: user action: None; ,Atypical (Trailer),TRAILER,Chrome PC (Cadmium),0:01:36,0:01:36,AL (Albania)
Evis,7/7/2021 12:16,0:02:16,,Brooklyn Nine-Nine: Season 6: The Tattler (Episode 3),,Chrome PC (Cadmium),0:02:20,Not latest view,AL (Albania)
Evis,7/7/2021 11:51,0:21:09,,Brooklyn Nine-Nine: Season 6: Hitchcock & Scully (Episode 2),,Chrome PC (Cadmium),0:21:30,0:21:30,AL (Albania)
Evis,7/7/2021 11:07,0:00:02,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 6: Hitchcock & Scully (Episode 2),,Chrome PC (Cadmium),0:00:06,Not latest view,AL (Albania)
Evis,7/7/2021 10:45,0:21:27,,Brooklyn Nine-Nine: Season 6: Honeymoon (Episode 1),,Chrome PC (Cadmium),0:21:31,0:21:31,AL (Albania)
Evis,7/7/2021 10:24,0:21:40,,Brooklyn Nine-Nine: Season 5: Jake & Amy (Episode 22),,Chrome PC (Cadmium),0:21:52,0:21:52,AL (Albania)
Evis,7/7/2021 10:23,0:00:04,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,Not latest view,AL (Albania)
Evis,7/3/2021 18:46,0:21:03,,Brooklyn Nine-Nine: Season 5: White Whale (Episode 21),,Chrome PC (Cadmium),0:21:19,0:21:19,AL (Albania)
Evis,7/3/2021 18:25,0:20:56,,Brooklyn Nine-Nine: Season 5: Show Me Going (Episode 20),,Chrome PC (Cadmium),0:21:14,0:21:14,AL (Albania)
Evis,7/3/2021 18:23,0:01:18,Autoplayed: user action: None; ,What a Girl Wants_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:00,0:00:00,AL (Albania)
Evis,7/3/2021 9:24,0:00:02,,Brooklyn Nine-Nine: Season 5: Show Me Going (Episode 20),,Chrome PC (Cadmium),0:00:03,Not latest view,AL (Albania)
Evis,7/3/2021 9:03,0:20:11,,Brooklyn Nine-Nine: Season 5: Bachelor/ette Party (Episode 19),,Chrome PC (Cadmium),0:21:36,0:21:36,AL (Albania)
Evis,7/3/2021 9:01,0:01:27,Autoplayed: user action: None; ,Me Before You_hook_01_16x9,HOOK,Chrome PC (Cadmium),0:00:00,0:00:00,AL (Albania)
Evis,7/1/2021 18:32,0:01:15,,Brooklyn Nine-Nine: Season 5: Bachelor/ette Party (Episode 19),,Netflix Android STB L3 Android,0:01:15,Not latest view,AL (Albania)
Evis,7/1/2021 18:11,0:21:27,,Brooklyn Nine-Nine: Season 5: Gray Star Mutual (Episode 18),,Netflix Android STB L3 Android,0:21:27,0:21:27,AL (Albania)
Evis,7/1/2021 17:49,0:21:35,,Brooklyn Nine-Nine: Season 5: DFW (Episode 17),,Netflix Android STB L3 Android,0:21:35,0:21:35,AL (Albania)
Evis,7/1/2021 17:28,0:21:05,,Brooklyn Nine-Nine: Season 5: NutriBoom (Episode 16),,Netflix Android STB L3 Android,0:21:05,0:21:05,AL (Albania)
Evis,7/1/2021 17:27,0:00:46,,Brooklyn Nine-Nine: Season 5: The Puzzle Master (Episode 15),,Netflix Android STB L3 Android,0:21:35,0:21:35,AL (Albania)
Evis,7/1/2021 12:09,0:21:26,,Brooklyn Nine-Nine: Season 5: The Puzzle Master (Episode 15),,Chrome PC (Cadmium),0:21:33,Not latest view,AL (Albania)
Evis,7/1/2021 11:46,0:22:51,,Brooklyn Nine-Nine: Season 5: The Box (Episode 14),,Chrome PC (Cadmium),0:22:01,0:22:01,AL (Albania)
Evis,7/1/2021 8:59,0:00:02,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 5: The Box (Episode 14),,Chrome PC (Cadmium),0:00:03,Not latest view,AL (Albania)
Evis,7/1/2021 8:35,0:21:33,,Brooklyn Nine-Nine: Season 5: The Negotiation (Episode 13),,Chrome PC (Cadmium),0:21:37,0:21:37,AL (Albania)
Evis,6/30/2021 11:14,0:00:03,,Brooklyn Nine-Nine: Season 5: The Negotiation (Episode 13),,Chrome PC (Cadmium),0:00:04,Not latest view,AL (Albania)
Evis,6/30/2021 10:53,0:21:03,,Brooklyn Nine-Nine: Season 5: Safe House (Episode 12),,Chrome PC (Cadmium),0:21:38,0:21:38,AL (Albania)
Evis,6/30/2021 8:14,0:00:20,,Brooklyn Nine-Nine: Season 5: Safe House (Episode 12),,Chrome PC (Cadmium),0:00:21,Not latest view,AL (Albania)
Evis,6/30/2021 7:52,0:21:41,,Brooklyn Nine-Nine: Season 5: The Favor (Episode 11),,Chrome PC (Cadmium),0:21:42,0:21:42,AL (Albania)
Evis,6/30/2021 7:52,0:00:15,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:15,0:00:15,AL (Albania)
Evis,6/30/2021 7:48,0:01:04,Autoplayed: user action: None; ,Gemini Man_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:00,0:00:00,AL (Albania)
Evis,6/29/2021 10:25,0:13:12,,Brooklyn Nine-Nine: Season 5: Game Night (Episode 10),,Apple iPhone 8 Plus (CDMA),0:21:36,0:21:36,AL (Albania)
Evis,6/29/2021 10:21,0:01:08,,Brooklyn Nine-Nine: Season 5: Game Night (Episode 10),,Apple iPhone 8 Plus (CDMA),0:00:01,Not latest view,AL (Albania)
Evis,6/29/2021 10:00,0:21:27,,Brooklyn Nine-Nine: Season 5: 99 (Episode 9),,Apple iPhone 8 Plus (CDMA),0:21:37,0:21:37,AL (Albania)
Evis,6/28/2021 18:45,0:21:33,,Brooklyn Nine-Nine: Season 5: Return to Skyfire (Episode 8),,Netflix Android STB L3 Android,0:21:34,0:21:34,AL (Albania)
Evis,6/28/2021 18:19,0:21:37,,Brooklyn Nine-Nine: Season 5: Two Turkeys (Episode 7),,Netflix Android STB L3 Android,0:21:38,0:21:38,AL (Albania)
Evis,6/28/2021 17:57,0:21:36,,Brooklyn Nine-Nine: Season 5: The Venue (Episode 6),,Netflix Android STB L3 Android,0:21:36,0:21:36,AL (Albania)
Evis,6/28/2021 17:56,0:00:30,,Brooklyn Nine-Nine: Season 5: Bad Beat (Episode 5),,Netflix Android STB L3 Android,0:21:23,0:21:23,AL (Albania)
Evis,6/28/2021 8:42,0:21:58,,Brooklyn Nine-Nine: Season 5: Bad Beat (Episode 5),,Chrome PC (Cadmium),0:21:34,Not latest view,AL (Albania)
Evis,6/28/2021 8:42,0:21:17,,Brooklyn Nine-Nine: Season 5: Bad Beat (Episode 5),,Chrome PC (Cadmium),0:20:53,Not latest view,AL (Albania)
Evis,6/28/2021 8:42,0:00:07,Autoplayed: user action: None; ,Good Witch: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:07,0:00:07,AL (Albania)
Evis,6/25/2021 12:13,0:21:17,,Brooklyn Nine-Nine: Season 5: HalloVeen (Episode 4),,Netflix Android STB L3 Android,0:21:17,0:21:17,AL (Albania)
Evis,6/25/2021 12:06,0:07:16,,Brooklyn Nine-Nine: Season 5: Kicks (Episode 3),,Netflix Android STB L3 Android,0:21:32,0:21:32,AL (Albania)
Evis,6/24/2021 19:34,0:14:17,,Brooklyn Nine-Nine: Season 5: Kicks (Episode 3),,Netflix Android STB L3 Android,0:14:17,Not latest view,AL (Albania)
Evis,6/24/2021 19:12,0:21:52,,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 2 (Episode 2)",,Netflix Android STB L3 Android,0:21:52,0:21:52,AL (Albania)
Evis,6/24/2021 18:51,0:21:29,,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 1 (Episode 1)",,Netflix Android STB L3 Android,0:21:29,0:21:29,AL (Albania)
Evis,6/24/2021 18:29,0:21:59,,Brooklyn Nine-Nine: Season 4: Crime & Punishment (Episode 22),,Netflix Android STB L3 Android,0:21:08,0:21:08,AL (Albania)
Evis,6/24/2021 18:07,0:21:29,,Brooklyn Nine-Nine: Season 4: The Bank Job (Episode 21),,Netflix Android STB L3 Android,0:21:32,0:21:32,AL (Albania)
Evis,6/24/2021 17:40,0:21:16,,Brooklyn Nine-Nine: Season 4: The Slaughterhouse (Episode 20),,Netflix Android STB L3 Android,0:21:16,0:21:16,AL (Albania)
Evis,6/24/2021 17:38,0:01:44,,Brooklyn Nine-Nine: Season 4: Your Honor (Episode 19),,Netflix Android STB L3 Android,0:21:40,0:21:40,AL (Albania)
Evis,6/23/2021 10:35,0:17:45,,Brooklyn Nine-Nine: Season 4: Your Honor (Episode 19),,Apple iPhone 8 Plus (CDMA),0:19:58,Not latest view,AL (Albania)
Evis,6/23/2021 10:33,0:01:22,,Brooklyn Nine-Nine: Season 4: Your Honor (Episode 19),,Apple iPhone 8 Plus (CDMA),0:01:23,Not latest view,AL (Albania)
Evis,6/23/2021 10:33,0:00:25,,Brooklyn Nine-Nine: Season 4: Chasing Amy (Episode 18),,Apple iPhone 8 Plus (CDMA),0:21:11,0:21:11,AL (Albania)
Evis,6/22/2021 12:01,0:21:18,,Brooklyn Nine-Nine: Season 4: Chasing Amy (Episode 18),,Chrome PC (Cadmium),0:21:37,Not latest view,AL (Albania)
Evis,6/22/2021 10:04,0:00:04,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Chasing Amy (Episode 18),,Chrome PC (Cadmium),0:00:04,Not latest view,AL (Albania)
Evis,6/22/2021 9:42,0:21:25,,Brooklyn Nine-Nine: Season 4: Cop-Con (Episode 17),,Chrome PC (Cadmium),0:21:42,0:21:42,AL (Albania)
Evis,6/22/2021 9:42,0:00:04,Autoplayed: user action: None; ,Dawson's Creek: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,6/20/2021 21:32,0:15:27,,Brooklyn Nine-Nine: Season 4: Moo Moo (Episode 16),,Apple iPhone 8 Plus (CDMA),0:20:56,0:20:56,AL (Albania)
Evis,6/20/2021 21:19,0:05:10,,Brooklyn Nine-Nine: Season 4: Moo Moo (Episode 16),,Apple iPhone 8 Plus (CDMA),0:05:28,Not latest view,AL (Albania)
Evis,6/19/2021 13:59,0:00:01,,Brooklyn Nine-Nine: Season 4: Moo Moo (Episode 16),,Apple iPhone 8 Plus (CDMA),0:00:02,Not latest view,AL (Albania)
Evis,6/19/2021 13:38,0:21:17,,Brooklyn Nine-Nine: Season 4: The Last Ride (Episode 15),,Apple iPhone 8 Plus (CDMA),0:21:34,0:21:34,AL (Albania)
Evis,6/18/2021 21:22,0:21:15,,Brooklyn Nine-Nine: Season 4: Serve & Protect (Episode 14),,Apple iPhone 8 Plus (CDMA),0:21:32,0:21:32,AL (Albania)
Evis,6/18/2021 12:04,0:21:40,,Brooklyn Nine-Nine: Season 4: The Audit (Episode 13),,Netflix Android STB L3 Android,0:21:40,0:21:40,AL (Albania)
Evis,6/18/2021 10:43,0:00:01,,Brooklyn Nine-Nine: Season 4: The Audit (Episode 13),,Netflix Android STB L3 Android,0:00:01,Not latest view,AL (Albania)
Evis,6/18/2021 10:14,0:21:39,,Brooklyn Nine-Nine: Season 4: The Fugitive: Part 2 (Episode 12),,Netflix Android STB L3 Android,0:21:40,0:21:40,AL (Albania)
Evis,6/18/2021 9:52,0:20:20,,Brooklyn Nine-Nine: Season 4: The Fugitive: Part 1 (Episode 11),,Netflix Android STB L3 Android,0:20:20,0:20:20,AL (Albania)
Evis,6/18/2021 9:52,0:00:08,,Brooklyn Nine-Nine: Season 4: Captain Latvia (Episode 10),,Netflix Android STB L3 Android,0:20:34,0:20:34,AL (Albania)
Evis,6/18/2021 8:53,0:21:01,,Brooklyn Nine-Nine: Season 4: Captain Latvia (Episode 10),,Chrome PC (Cadmium),0:21:14,Not latest view,AL (Albania)
Evis,6/18/2021 8:31,0:21:26,,Brooklyn Nine-Nine: Season 4: The Overmining (Episode 9),,Chrome PC (Cadmium),0:21:38,0:21:38,AL (Albania)
Evis,6/18/2021 8:30,0:00:33,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:33,Not latest view,AL (Albania)
Evis,6/17/2021 20:12,0:00:11,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: The Overmining (Episode 9),,Chrome PC (Cadmium),0:00:12,Not latest view,AL (Albania)
Evis,6/17/2021 19:50,0:21:32,,Brooklyn Nine-Nine: Season 4: Skyfire Cycle (Episode 8),,Chrome PC (Cadmium),0:21:38,0:21:38,AL (Albania)
Evis,6/17/2021 18:45,0:21:27,,Brooklyn Nine-Nine: Season 4: Mr. Santiago (Episode 7),,Netflix Android STB L3 Android,0:21:29,0:21:29,AL (Albania)
Evis,6/12/2021 10:30,0:00:11,,The Blacklist: Season 1: Pilot (Episode 1),,Chrome PC (Cadmium),0:06:44,0:06:44,AL (Albania)
Evis,6/12/2021 9:41,0:41:58,,The Blacklist: Season 8: Godwin Page (No. 141) (Episode 20),,Chrome PC (Cadmium),0:42:27,0:42:27,AL (Albania)
Evis,6/12/2021 8:45,0:00:03,,The Blacklist: Season 8: Godwin Page (No. 141) (Episode 20),,Chrome PC (Cadmium),0:00:29,Not latest view,AL (Albania)
Evis,6/12/2021 8:01,0:40:44,,The Blacklist: Season 8: Balthazar 'Bino' Baker (No. 129) (Episode 19),,Chrome PC (Cadmium),0:41:38,0:41:38,AL (Albania)
Evis,6/5/2021 10:15,0:00:02,,Brooklyn Nine-Nine: Season 4: Mr. Santiago (Episode 7),,Netflix Android STB L3 Android,0:00:02,Not latest view,AL (Albania)
Evis,6/5/2021 10:11,0:04:05,,Brooklyn Nine-Nine: Season 4: Monster in the Closet (Episode 6),,Netflix Android STB L3 Android,0:21:07,0:21:07,AL (Albania)
Evis,6/5/2021 9:35,0:17:01,,Brooklyn Nine-Nine: Season 4: Monster in the Closet (Episode 6),,Netflix Android STB L3 Android,0:17:03,Not latest view,AL (Albania)
Evis,6/4/2021 21:03,0:00:02,,Brooklyn Nine-Nine: Season 4: Monster in the Closet (Episode 6),,Netflix Android STB L3 Android,0:00:02,Not latest view,AL (Albania)
Evis,6/4/2021 20:43,0:20:50,,Brooklyn Nine-Nine: Season 4: Halloween IV (Episode 5),,Netflix Android STB L3 Android,0:20:50,0:20:50,AL (Albania)
Evis,6/4/2021 20:19,0:21:20,,Brooklyn Nine-Nine: Season 4: The Night Shift (Episode 4),,Netflix Android STB L3 Android,0:21:29,0:21:29,AL (Albania)
Evis,6/4/2021 18:45,0:00:12,,Brooklyn Nine-Nine: Season 4: The Night Shift (Episode 4),,Netflix Android STB L3 Android,0:00:12,Not latest view,AL (Albania)
Evis,6/4/2021 18:24,0:20:48,,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 3 (Episode 3),,Netflix Android STB L3 Android,0:20:55,0:20:55,AL (Albania)
Evis,6/1/2021 18:47,0:00:07,,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 3 (Episode 3),,Netflix Android STB L3 Android,0:00:07,Not latest view,AL (Albania)
Evis,6/1/2021 18:35,0:12:10,,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 2 (Episode 2),,Netflix Android STB L3 Android,0:21:34,0:21:34,AL (Albania)
Evis,5/31/2021 13:53,0:09:28,,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 2 (Episode 2),,Netflix Android STB L3 Android,0:09:28,Not latest view,AL (Albania)
Evis,5/31/2021 13:31,0:21:36,,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 1 (Episode 1),,Netflix Android STB L3 Android,0:21:36,0:21:36,AL (Albania)
Evis,5/31/2021 13:17,0:13:54,,Brooklyn Nine-Nine: Season 3: Greg and Larry (Episode 23),,Netflix Android STB L3 Android,0:21:44,0:21:44,AL (Albania)
Evis,5/29/2021 16:32,0:07:49,,Brooklyn Nine-Nine: Season 3: Greg and Larry (Episode 23),,Netflix Android STB L3 Android,0:07:50,Not latest view,AL (Albania)
Evis,5/29/2021 15:58,0:00:07,,Brooklyn Nine-Nine: Season 3: Greg and Larry (Episode 23),,Netflix Android STB L3 Android,0:00:07,Not latest view,AL (Albania)
Evis,5/29/2021 15:36,0:21:38,,Brooklyn Nine-Nine: Season 3: The Bureau (Episode 22),,Netflix Android STB L3 Android,0:21:38,0:21:38,AL (Albania)
Evis,5/29/2021 15:15,0:21:37,,Brooklyn Nine-Nine: Season 3: Maximum Security (Episode 21),,Netflix Android STB L3 Android,0:21:37,0:21:37,AL (Albania)
Evis,5/29/2021 14:41,0:21:23,,Brooklyn Nine-Nine: Season 3: Paranoia (Episode 20),,Netflix Android STB L3 Android,0:21:23,0:21:23,AL (Albania)
Evis,5/29/2021 14:30,0:11:11,,Brooklyn Nine-Nine: Season 3: Terry Kitties (Episode 19),,Netflix Android STB L3 Android,0:21:38,0:21:38,AL (Albania)
Evis,5/29/2021 13:51,0:10:29,,Brooklyn Nine-Nine: Season 3: Terry Kitties (Episode 19),,Netflix Android STB L3 Android,0:10:29,Not latest view,AL (Albania)
Evis,5/29/2021 13:29,0:21:26,,Brooklyn Nine-Nine: Season 3: Cheddar (Episode 18),,Netflix Android STB L3 Android,0:21:26,0:21:26,AL (Albania)
Evis,5/29/2021 12:58,0:21:20,,Brooklyn Nine-Nine: Season 3: Adrian Pimento (Episode 17),,Netflix Android STB L3 Android,0:21:20,0:21:20,AL (Albania)
Evis,5/29/2021 11:49,0:00:01,Autoplayed: user action: User_Interaction; ,Brooklyn Nine-Nine: Season 3: Adrian Pimento (Episode 17),,Chrome PC (Cadmium),0:00:01,Not latest view,AL (Albania)
Evis,5/29/2021 11:27,0:21:33,,Brooklyn Nine-Nine: Season 3: House Mouses (Episode 16),,Chrome PC (Cadmium),0:21:36,0:21:36,AL (Albania)
Evis,5/29/2021 10:15,0:00:01,,Brooklyn Nine-Nine: Season 3: House Mouses (Episode 16),,Chrome PC (Cadmium),0:00:03,Not latest view,AL (Albania)
Evis,5/29/2021 9:52,0:21:18,,Brooklyn Nine-Nine: Season 3: The 9-8 (Episode 15),,Chrome PC (Cadmium),0:21:34,0:21:34,AL (Albania)
Evis,5/29/2021 9:52,0:00:10,Autoplayed: user action: None; ,Season 2 Teaser: Ragnarok,TEASER_TRAILER,Chrome PC (Cadmium),0:00:10,0:00:10,AL (Albania)
Evis,5/28/2021 19:03,0:00:01,,Brooklyn Nine-Nine: Season 3: The 9-8 (Episode 15),,Netflix Android STB L3 Android,0:00:01,Not latest view,AL (Albania)
Evis,5/28/2021 18:40,0:21:30,,Brooklyn Nine-Nine: Season 3: Karen Peralta (Episode 14),,Netflix Android STB L3 Android,0:21:31,0:21:31,AL (Albania)
Evis,5/28/2021 18:17,0:21:23,,Brooklyn Nine-Nine: Season 3: The Cruise (Episode 13),,Netflix Android STB L3 Android,0:21:24,0:21:24,AL (Albania)
Evis,5/27/2021 12:15,0:21:31,,Brooklyn Nine-Nine: Season 3: 9 Days (Episode 12),,Chrome PC (Cadmium),0:21:36,0:21:36,AL (Albania)
Evis,5/27/2021 11:16,0:00:03,,Brooklyn Nine-Nine: Season 3: 9 Days (Episode 12),,Chrome PC (Cadmium),0:00:05,Not latest view,AL (Albania)
Evis,5/27/2021 10:46,0:20:48,,Brooklyn Nine-Nine: Season 3: Hostage Situation (Episode 11),,Chrome PC (Cadmium),0:21:03,0:21:03,AL (Albania)
Evis,5/27/2021 8:52,0:00:02,,Brooklyn Nine-Nine: Season 3: Hostage Situation (Episode 11),,Chrome PC (Cadmium),0:00:04,Not latest view,AL (Albania)
Evis,5/27/2021 8:31,0:21:13,,Brooklyn Nine-Nine: Season 3: Yippie Kayak (Episode 10),,Chrome PC (Cadmium),0:21:18,0:21:18,AL (Albania)
Evis,5/27/2021 7:39,0:00:04,,Brooklyn Nine-Nine: Season 3: Yippie Kayak (Episode 10),,Chrome PC (Cadmium),0:00:05,Not latest view,AL (Albania)
Evis,5/27/2021 7:26,0:12:05,,Brooklyn Nine-Nine: Season 3: The Swedes (Episode 9),,Chrome PC (Cadmium),0:21:28,0:21:28,AL (Albania)
Evis,5/27/2021 7:24,0:01:08,,Brooklyn Nine-Nine: Season 3: The Swedes (Episode 9),,Chrome PC (Cadmium),0:09:23,Not latest view,AL (Albania)
Evis,5/26/2021 18:59,0:08:15,,Brooklyn Nine-Nine: Season 3: The Swedes (Episode 9),,Netflix Android STB L3 Android,0:08:15,Not latest view,AL (Albania)
Evis,5/26/2021 18:38,0:21:04,,Brooklyn Nine-Nine: Season 3: Ava (Episode 8),,Netflix Android STB L3 Android,0:21:04,0:21:04,AL (Albania)
Evis,5/26/2021 18:11,0:21:20,,Brooklyn Nine-Nine: Season 3: The Mattress (Episode 7),,Netflix Android STB L3 Android,0:21:20,0:21:20,AL (Albania)
Evis,5/26/2021 17:45,0:21:39,,Brooklyn Nine-Nine: Season 3: Into the Woods (Episode 6),,Netflix Android STB L3 Android,0:21:39,0:21:39,AL (Albania)
