Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Evis,2/3/2021 11:44,0:42:22,,The Blacklist: Season 8: Elizabeth Keen (no. 1) (Episode 4),,Chrome PC (Cadmium),0:42:24,Not latest view,AL (Albania)
Evis,2/3/2021 11:00,0:00:02,,The Blacklist: Season 8: Elizabeth Keen (no. 1) (Episode 4),,Chrome PC (Cadmium),0:00:02,Not latest view,AL (Albania)
Evis,2/3/2021 11:00,0:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Bridgerton,TRAILER,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,1/25/2021 12:42,0:42:33,,The Blacklist: Season 8: 16 Ounces (Episode 3),,Chrome PC (Cadmium),0:42:33,0:42:33,AL (Albania)
Evis,1/25/2021 12:42,0:00:09,,The Blacklist: Season 1: The Freelancer (No. 145) (Episode 2),,Chrome PC (Cadmium),0:02:24,Not latest view,AL (Albania)
Evis,1/25/2021 12:39,0:02:16,,The Blacklist: Season 1: The Freelancer (No. 145) (Episode 2),,Chrome PC (Cadmium),0:02:16,Not latest view,AL (Albania)
Evis,1/16/2021 14:38,0:00:46,Autoplayed: user action: None; ,Part 1 Trailer: Lupin,TRAILER,Chrome PC (Cadmium),0:00:46,Not latest view,AL (Albania)
Evis,1/16/2021 14:38,0:00:07,Autoplayed: user action: None; ,The Carter Effect_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:08,0:00:08,AL (Albania)
Evis,1/16/2021 14:36,0:00:04,Autoplayed: user action: None; ,A Simple Favor_hook_05_16x9,HOOK,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,1/16/2021 14:36,0:00:09,Autoplayed: user action: None; ,Hitch_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:09,0:00:09,AL (Albania)
Evis,1/16/2021 14:34,0:00:04,Autoplayed: user action: None; ,The Karate Kid_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,1/16/2021 14:32,0:00:04,,About a Boy,,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,1/16/2021 14:32,0:00:26,Autoplayed: user action: None; ,About a Boy_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:26,0:00:26,AL (Albania)
Evis,1/16/2021 14:30,0:01:02,Autoplayed: user action: None; ,The Holiday_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:00,Not latest view,AL (Albania)
Evis,1/16/2021 14:29,0:00:09,Autoplayed: user action: None; ,Ugly Delicious: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),0:00:10,0:00:10,AL (Albania)
Evis,1/16/2021 14:29,0:00:02,,Master of None: Season 1: Plan B (Episode 1),,Chrome PC (Cadmium),0:00:02,0:00:02,AL (Albania)
Evis,1/16/2021 14:27,0:00:04,Autoplayed: user action: None; ,Modern Family: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,Not latest view,AL (Albania)
Evis,1/16/2021 14:27,0:00:07,Autoplayed: user action: None; ,House of Cards: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),0:00:07,0:00:07,AL (Albania)
Evis,1/16/2021 14:25,0:00:10,Autoplayed: user action: None; ,House of Cards: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),0:00:10,Not latest view,AL (Albania)
Evis,1/16/2021 14:23,0:00:09,,House of Cards: Season 1: Chapter 1 (Episode 1),,Chrome PC (Cadmium),0:00:11,0:00:11,AL (Albania)
Evis,1/16/2021 14:23,0:01:57,Autoplayed: user action: None; ,House of Cards: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),0:01:57,Not latest view,AL (Albania)
Evis,1/8/2021 16:04,0:00:06,Autoplayed: user action: Unspecified; ,Bridgerton: Season 1: Diamond of the First Water (Episode 1),,TPV PHTV19AMT0  Smart TV,0:00:06,0:00:06,AL (Albania)
Evis,1/2/2021 17:42,0:00:01,,House of Cards: Season 1: Chapter 1 (Episode 1),,TPV PHTV19AMT0  Smart TV,0:00:02,Not latest view,AL (Albania)
Evis,12/22/2020 13:24,0:04:59,,The Blacklist: Season 1: Pilot (Episode 1),,Chrome PC (Cadmium),0:05:54,Not latest view,AL (Albania)
Evis,12/22/2020 13:24,0:00:15,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:15,Not latest view,AL (Albania)
Evis,12/22/2020 13:23,0:01:01,Autoplayed: user action: None; ,Clip 2: The Queen's Gambit: Season 1,HOOK,Chrome PC (Cadmium),0:00:00,0:00:00,AL (Albania)
Evis,12/18/2020 10:48,0:00:27,Autoplayed: user action: None; ,Clip 2: The Queen's Gambit: Season 1,HOOK,TPV PHTV19AMT0  Smart TV,0:00:27,Not latest view,AL (Albania)
Evis,12/12/2020 13:44,0:00:04,,Season 4 Trailer: The Crown,TRAILER,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,12/12/2020 12:56,0:42:31,,The Blacklist: Season 8: Katarina Rostova (no. 3): Conclusion (Episode 2),,Chrome PC (Cadmium),0:42:31,0:42:31,AL (Albania)
Evis,12/12/2020 11:06,0:42:41,,The Blacklist: Season 8: Roanoke (no. 139) (Episode 1),,Chrome PC (Cadmium),0:42:22,0:42:22,AL (Albania)
Evis,12/12/2020 11:06,0:00:04,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,Not latest view,AL (Albania)
Evis,12/10/2020 17:48,0:00:10,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,TPV PHTV19AMT0  Smart TV,0:00:10,Not latest view,AL (Albania)
Evis,10/30/2020 13:04,0:00:06,,Clip 2: The Queen's Gambit: Season 1,HOOK,Chrome PC (Cadmium),0:00:06,Not latest view,AL (Albania)
Evis,10/27/2020 19:24,0:28:03,,Breaking Bad: Season 1: Cancer Man (Episode 4),,Chrome PC (Cadmium),0:42:37,0:42:37,AL (Albania)
Evis,10/27/2020 13:01,0:13:28,,Breaking Bad: Season 1: Cancer Man (Episode 4),,Chrome PC (Cadmium),0:13:41,Not latest view,AL (Albania)
Evis,10/27/2020 12:13,0:42:15,,Breaking Bad: Season 1: And the Bag's in the River (Episode 3),,Chrome PC (Cadmium),0:47:26,0:47:26,AL (Albania)
Evis,10/27/2020 12:12,0:00:04,Autoplayed: user action: None; ,Set It Up (Trailer),TRAILER,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,10/27/2020 12:11,0:00:11,Autoplayed: user action: None; ,Trailer: The Trial of the Chicago 7,TRAILER,Chrome PC (Cadmium),0:00:11,Not latest view,AL (Albania)
Evis,10/27/2020 12:06,0:00:05,Autoplayed: user action: None; ,The Man Who Knew Infinity_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:05,0:00:05,AL (Albania)
Evis,10/27/2020 12:04,0:00:39,Autoplayed: user action: None; ,El Camino: A Breaking Bad Movie (Trailer),TRAILER,Chrome PC (Cadmium),0:00:39,0:00:39,AL (Albania)
Evis,10/27/2020 12:00,0:02:40,,Breaking Bad: Season 1: And the Bag's in the River (Episode 3),,Chrome PC (Cadmium),0:04:25,Not latest view,AL (Albania)
Evis,10/27/2020 10:10,0:45:18,,Breaking Bad: Season 1: The Cat's in the Bag (Episode 2),,Chrome PC (Cadmium),0:47:32,0:47:32,AL (Albania)
Evis,10/27/2020 9:32,0:35:18,,Breaking Bad: Season 1: Pilot (Episode 1),,Chrome PC (Cadmium),0:57:16,0:57:16,AL (Albania)
Evis,10/27/2020 8:35,0:21:25,,Breaking Bad: Season 1: Pilot (Episode 1),,Chrome PC (Cadmium),0:22:01,Not latest view,AL (Albania)
Evis,10/27/2020 8:34,0:01:01,Autoplayed: user action: None; ,Clip 2: The Queen's Gambit: Season 1,HOOK,Chrome PC (Cadmium),0:00:00,Not latest view,AL (Albania)
Evis,10/27/2020 8:34,0:00:04,Autoplayed: user action: None; ,EMILY IN PARIS: Season 1 (Portrait Product Preview),PREVIEW,Chrome PC (Cadmium),0:00:04,0:00:04,AL (Albania)
Evis,10/27/2020 8:33,0:00:32,,Suits: Season 8: Right-Hand Man (Episode 1),,Chrome PC (Cadmium),0:00:32,0:00:32,AL (Albania)
Evis,10/27/2020 8:32,0:00:09,Autoplayed: user action: None; ,Clip 2: The Queen's Gambit: Season 1,HOOK,Chrome PC (Cadmium),0:00:09,Not latest view,AL (Albania)
Evis,10/27/2020 8:06,0:00:08,Autoplayed: user action: None; ,Dynasty: Season 1_shortpreview_9x16,PREVIEW,Chrome PC (Cadmium),0:00:08,0:00:08,AL (Albania)
Evis,10/27/2020 8:05,0:00:29,Autoplayed: user action: None; ,The Queen's Gambit: Season 1 (Portrait Product Preview),PREVIEW,Chrome PC (Cadmium),0:00:29,0:00:29,AL (Albania)
Evis,10/27/2020 8:04,0:00:27,Autoplayed: user action: None; ,Season 1 Bonus Video: Barbarians,HOOK,Chrome PC (Cadmium),0:00:27,0:00:27,AL (Albania)
Evis,10/27/2020 8:02,0:01:37,Autoplayed: user action: None; ,Designated Survivor (Trailer),TRAILER,Chrome PC (Cadmium),0:01:37,Not latest view,AL (Albania)
Evis,10/27/2020 8:01,0:00:27,Autoplayed: user action: None; ,How to Get Away with Murder: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:27,Not latest view,AL (Albania)
Evis,10/26/2020 12:47,0:41:42,,The Blacklist: Season 7: The Kazanjian Brothers (Episode 19),,Chrome PC (Cadmium),0:42:23,0:42:23,AL (Albania)
Evis,10/26/2020 12:10,0:00:01,,The Blacklist: Season 7: The Kazanjian Brothers (Episode 19),,Chrome PC (Cadmium),0:00:56,Not latest view,AL (Albania)
Evis,10/26/2020 11:14,0:41:42,,The Blacklist: Season 7: Roy Cain (No. 150) (Episode 18),,Chrome PC (Cadmium),0:42:23,0:42:23,AL (Albania)
Evis,10/26/2020 11:14,0:00:07,Autoplayed: user action: None; ,Trailer: Rebecca,TRAILER,Chrome PC (Cadmium),0:00:07,0:00:07,AL (Albania)
Evis,10/26/2020 11:00,0:00:06,Autoplayed: user action: None; ,The Blacklist: Season 6_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:06,Not latest view,AL (Albania)
Evis,10/26/2020 11:00,0:00:10,Autoplayed: user action: None; ,Trailer: Rebecca,TRAILER,Chrome PC (Cadmium),0:00:10,Not latest view,AL (Albania)
Evis,10/22/2020 13:35,0:00:20,,The Blacklist: Season 7: Roy Cain (No. 150) (Episode 18),,Chrome PC (Cadmium),0:00:44,Not latest view,AL (Albania)
Evis,10/22/2020 12:50,0:42:15,,The Blacklist: Season 7: Brothers (Episode 17),,Chrome PC (Cadmium),0:42:23,0:42:23,AL (Albania)
Evis,10/22/2020 12:07,0:00:03,,The Blacklist: Season 7: Brothers (Episode 17),,Chrome PC (Cadmium),0:00:10,Not latest view,AL (Albania)
Evis,10/22/2020 12:01,0:06:53,,The Blacklist: Season 7: Nyle Hatcher (No. 149) (Episode 16),,Chrome PC (Cadmium),0:42:22,0:42:22,AL (Albania)
Evis,10/22/2020 11:08,0:12:36,,The Blacklist: Season 7: Nyle Hatcher (No. 149) (Episode 16),,Chrome PC (Cadmium),0:35:29,Not latest view,AL (Albania)
Evis,10/22/2020 10:13,0:20:02,,The Blacklist: Season 7: Nyle Hatcher (No. 149) (Episode 16),,Chrome PC (Cadmium),0:22:55,Not latest view,AL (Albania)
Evis,10/22/2020 9:33,0:00:06,,The Blacklist: Season 7: Nyle Hatcher (No. 149) (Episode 16),,Chrome PC (Cadmium),0:02:55,Not latest view,AL (Albania)
Evis,10/22/2020 9:00,0:00:05,,The Blacklist: Season 7: Nyle Hatcher (No. 149) (Episode 16),,Chrome PC (Cadmium),0:00:05,Not latest view,AL (Albania)
Evis,10/22/2020 7:45,0:42:24,,The Blacklist: Season 7: Gordon Kemp (No. 158) (Episode 15),,Chrome PC (Cadmium),0:42:24,0:42:24,AL (Albania)
Evis,10/22/2020 7:01,0:42:23,,The Blacklist: Season 7: Twamie Ullulaq (No. 126) (Episode 14),,Chrome PC (Cadmium),0:42:23,0:42:23,AL (Albania)
Evis,10/22/2020 7:00,0:00:21,,The Blacklist: Season 7: Newton Purcell (No. 144) (Episode 13),,Chrome PC (Cadmium),0:28:08,0:28:08,AL (Albania)
Evis,10/22/2020 7:00,0:00:26,Autoplayed: user action: None; ,Trailer: Rebecca,TRAILER,Chrome PC (Cadmium),0:00:26,Not latest view,AL (Albania)
Evis,10/21/2020 16:32,0:40:17,,The Blacklist: Season 7: Newton Purcell (No. 144) (Episode 13),,Chrome PC (Cadmium),0:42:31,Not latest view,AL (Albania)
Evis,10/21/2020 15:00,0:00:09,,The Blacklist: Season 7: Newton Purcell (No. 144) (Episode 13),,Chrome PC (Cadmium),0:00:09,Not latest view,AL (Albania)
Evis,10/21/2020 14:15,0:41:48,,The Blacklist: Season 7: Cornelius Ruck (No. 155) (Episode 12),,Chrome PC (Cadmium),0:42:24,0:42:24,AL (Albania)
Evis,10/20/2020 12:19,0:00:16,,The Blacklist: Season 7: Cornelius Ruck (No. 155) (Episode 12),,Chrome PC (Cadmium),0:00:16,Not latest view,AL (Albania)
Evis,10/20/2020 11:36,0:42:25,,The Blacklist: Season 7: Victoria Fenberg (No. 137) (Episode 11),,Chrome PC (Cadmium),0:42:25,0:42:25,AL (Albania)
Evis,10/20/2020 11:07,0:25:51,,The Blacklist: Season 7: Katarina Rostova (No. 3) (Episode 10),,Chrome PC (Cadmium),0:42:25,0:42:25,AL (Albania)
Evis,10/20/2020 9:48,0:00:56,,The Blacklist: Season 7: Katarina Rostova (No. 3) (Episode 10),,Chrome PC (Cadmium),0:16:36,Not latest view,AL (Albania)
Evis,10/20/2020 8:48,0:17:01,,The Blacklist: Season 7: Katarina Rostova (No. 3) (Episode 10),,Chrome PC (Cadmium),0:17:01,Not latest view,AL (Albania)
Evis,10/20/2020 8:23,0:25:12,,The Blacklist: Season 7: Orion Relocation Services (No. 159) (Episode 9),,Chrome PC (Cadmium),0:42:23,0:42:23,AL (Albania)
Evis,10/20/2020 8:22,0:00:06,Autoplayed: user action: None; ,Trailer: The Two Popes,TRAILER,Chrome PC (Cadmium),0:00:06,0:00:06,AL (Albania)
Evis,10/19/2020 14:16,0:15:28,Autoplayed: user action: None; ,The Blacklist: Season 7: Orion Relocation Services (No. 159) (Episode 9),,Chrome PC (Cadmium),0:17:11,Not latest view,AL (Albania)
Evis,10/19/2020 13:34,0:39:14,,The Blacklist: Season 7: The Hawaladar (No. 162) (Episode 8),,Chrome PC (Cadmium),0:42:24,0:42:24,AL (Albania)
Evis,10/19/2020 13:34,0:00:19,Autoplayed: user action: None; ,The Blacklist: Season 6_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:19,Not latest view,AL (Albania)
Evis,10/19/2020 13:34,0:00:07,Autoplayed: user action: None; ,Season 1 Trailer: Start-Up,TRAILER,Chrome PC (Cadmium),0:00:07,0:00:07,AL (Albania)
Evis,10/19/2020 13:33,0:00:06,,The Blacklist: Season 7: The Hawaladar (No. 162) (Episode 8),,Apple iPhone 8 Plus (CDMA),0:03:14,Not latest view,AL (Albania)
Evis,10/19/2020 13:33,0:00:05,,The Blacklist: Season 7: Hannah Hayes (No. 125) (Episode 7),,Apple iPhone 8 Plus (CDMA),0:25:09,0:25:09,AL (Albania)
Evis,10/19/2020 11:03,0:40:42,,The Blacklist: Season 7: Hannah Hayes (No. 125) (Episode 7),,Chrome PC (Cadmium),0:42:29,Not latest view,AL (Albania)
Evis,10/19/2020 8:44,0:00:14,,The Blacklist: Season 7: Hannah Hayes (No. 125) (Episode 7),,Chrome PC (Cadmium),0:00:14,Not latest view,AL (Albania)
Evis,10/19/2020 8:03,0:40:44,,The Blacklist: Season 7: Dr. Lewis Powell (No. 130) (Episode 6),,Chrome PC (Cadmium),0:42:23,0:42:23,AL (Albania)
Evis,10/19/2020 8:03,0:00:06,Autoplayed: user action: None; ,The Blacklist: Season 6_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:06,Not latest view,AL (Albania)
Evis,10/17/2020 16:04,0:00:07,Autoplayed: user action: None; ,Mission: Impossible - Ghost Protocol_hook_primary_16x9,HOOK,TPV PHTV19AMT0  Smart TV,0:00:07,0:00:07,AL (Albania)
Evis,10/16/2020 18:54,0:06:57,,The Blacklist: Season 7: Norman Devane (No. 138) (Episode 5),,Apple iPhone 8 Plus (CDMA),0:42:22,0:42:22,AL (Albania)
Evis,10/16/2020 18:15,0:34:20,Autoplayed: user action: None; ,The Blacklist: Season 7: Norman Devane (No. 138) (Episode 5),,Chrome PC (Cadmium),0:36:10,Not latest view,AL (Albania)
Evis,10/16/2020 17:14,0:42:29,,The Blacklist: Season 7: Kuwait (Episode 4),,Chrome PC (Cadmium),0:42:29,0:42:29,AL (Albania)
Evis,10/16/2020 16:29,0:42:45,,The Blacklist: Season 7: Les Fleurs Du Mal (No. 151) (Episode 3),,Chrome PC (Cadmium),0:42:45,0:42:45,AL (Albania)
Evis,10/16/2020 16:28,0:00:33,,The Blacklist: Season 7: Louis T. Steinhil (No. 27): Conclusion (Episode 2),,Chrome PC (Cadmium),0:42:46,0:42:46,AL (Albania)
Evis,10/16/2020 12:50,0:42:25,,The Blacklist: Season 7: Louis T. Steinhil (No. 27): Conclusion (Episode 2),,Chrome PC (Cadmium),0:42:25,Not latest view,AL (Albania)
Evis,10/16/2020 12:49,0:00:41,Autoplayed: user action: None; ,Jane the Virgin: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:00,Not latest view,AL (Albania)
Evis,10/16/2020 10:04,0:00:04,Autoplayed: user action: None; ,The Blacklist: Season 7: Louis T. Steinhil (No. 27): Conclusion (Episode 2),,Chrome PC (Cadmium),0:00:04,Not latest view,AL (Albania)
Evis,10/16/2020 9:15,0:42:27,,The Blacklist: Season 7: Louis T. Steinhil (No. 27) (Episode 1),,Chrome PC (Cadmium),0:42:27,0:42:27,AL (Albania)
Evis,10/16/2020 9:02,0:08:00,,The Blacklist: Season 6: Robert Diaz (No. 15) (Episode 22),,Chrome PC (Cadmium),0:42:26,0:42:26,AL (Albania)
Evis,10/16/2020 9:01,0:00:05,Autoplayed: user action: None; ,Trailer: BLACKPINK: Light Up the Sky,TRAILER,Chrome PC (Cadmium),0:00:05,0:00:05,AL (Albania)
Evis,10/15/2020 14:14,0:11:44,,The Blacklist: Season 6: Robert Diaz (No. 15) (Episode 22),,Apple iPhone 8 Plus (CDMA),0:35:11,Not latest view,AL (Albania)
Evis,10/15/2020 13:54,0:08:14,,The Blacklist: Season 6: Robert Diaz (No. 15) (Episode 22),,Apple iPhone 8 Plus (CDMA),0:23:37,Not latest view,AL (Albania)
Evis,10/15/2020 13:28,0:03:58,,The Blacklist: Season 6: Robert Diaz (No. 15) (Episode 22),,Apple iPhone 8 Plus (CDMA),0:15:23,Not latest view,AL (Albania)
Evis,10/15/2020 13:16,0:10:01,,The Blacklist: Season 6: Robert Diaz (No. 15) (Episode 22),,Chrome PC (Cadmium),0:10:01,Not latest view,AL (Albania)
Evis,10/15/2020 12:26,0:40:46,,The Blacklist: Season 6: Anna McMahon (No. 60) (Episode 21),,Chrome PC (Cadmium),0:41:02,0:41:02,AL (Albania)
Evis,10/15/2020 11:02,0:00:02,,The Blacklist: Season 6: Anna McMahon (No. 60) (Episode 21),,Chrome PC (Cadmium),0:00:02,Not latest view,AL (Albania)
Evis,10/15/2020 10:14,0:39:11,,The Blacklist: Season 6: Guillermo Rizal (No. 128) (Episode 20),,Chrome PC (Cadmium),0:41:16,0:41:16,AL (Albania)
Evis,10/15/2020 8:55,0:00:10,,The Blacklist: Season 6: Guillermo Rizal (No. 128) (Episode 20),,Chrome PC (Cadmium),0:00:10,Not latest view,AL (Albania)
Evis,10/15/2020 8:25,0:29:32,,The Blacklist: Season 6: Rassvet (Episode 19),,Chrome PC (Cadmium),0:42:22,0:42:22,AL (Albania)
Evis,10/15/2020 8:25,0:00:09,Autoplayed: user action: None; ,Vikings: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:09,0:00:09,AL (Albania)
Evis,10/14/2020 18:59,0:14:16,,The Blacklist: Season 6: Rassvet (Episode 19),,Chrome PC (Cadmium),0:14:16,Not latest view,AL (Albania)
Evis,10/14/2020 18:18,0:40:14,Autoplayed: user action: None; ,The Blacklist: Season 6: The Brockton College Killer (No. 92) (Episode 18),,Chrome PC (Cadmium),0:42:25,0:42:25,AL (Albania)
Evis,10/14/2020 17:39,0:39:03,,The Blacklist: Season 6: The Third Estate (No. 136) (Episode 17),,Chrome PC (Cadmium),0:42:28,0:42:28,AL (Albania)
Evis,10/14/2020 10:50,0:00:08,,The Blacklist: Season 6: The Third Estate (No. 136) (Episode 17),,Chrome PC (Cadmium),0:00:08,Not latest view,AL (Albania)
Evis,10/14/2020 10:03,0:42:17,,The Blacklist: Season 6: Lady Luck (No. 69) (Episode 16),,Chrome PC (Cadmium),0:42:26,0:42:26,AL (Albania)
Evis,10/14/2020 9:57,0:00:57,Autoplayed: user action: None; ,The Blacklist: Season 6_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:57,Not latest view,AL (Albania)
Evis,10/14/2020 9:56,0:00:08,Autoplayed: user action: None; ,Vikings: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:08,Not latest view,AL (Albania)
Evis,10/13/2020 12:36,0:00:12,,The Blacklist: Season 6: Lady Luck (No. 69) (Episode 16),,Chrome PC (Cadmium),0:00:12,Not latest view,AL (Albania)
Evis,10/13/2020 11:56,0:40:11,,The Blacklist: Season 6: Olivia Olson (No. 115) (Episode 15),,Chrome PC (Cadmium),0:42:26,0:42:26,AL (Albania)
Evis,10/13/2020 11:56,0:00:06,Autoplayed: user action: None; ,The Blacklist: Season 6_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:06,Not latest view,AL (Albania)
Evis,10/13/2020 11:55,0:00:19,Autoplayed: user action: None; ,Grace and Frankie (Trailer),TRAILER,Chrome PC (Cadmium),0:00:19,0:00:19,AL (Albania)
Evis,10/13/2020 9:22,0:00:11,,The Blacklist: Season 6: Olivia Olson (No. 115) (Episode 15),,Chrome PC (Cadmium),0:00:11,Not latest view,AL (Albania)
Evis,10/13/2020 8:38,0:40:49,,The Blacklist: Season 6: The Osterman Umbrella Company (No. 6) (Episode 14),,Chrome PC (Cadmium),0:42:22,0:42:22,AL (Albania)
Evis,10/12/2020 14:04,0:42:00,,The Blacklist: Season 6: Robert Vesco (No. 9) (Episode 13),,Chrome PC (Cadmium),0:42:23,0:42:23,AL (Albania)
Evis,10/12/2020 12:50,0:00:02,,The Blacklist: Season 6: Robert Vesco (No. 9) (Episode 13),,Chrome PC (Cadmium),0:00:02,Not latest view,AL (Albania)
Evis,10/12/2020 12:24,0:24:29,,The Blacklist: Season 6: Bastien Moreau (no. 20): Conclusion (Episode 12),,Chrome PC (Cadmium),0:42:17,0:42:17,AL (Albania)
Evis,10/12/2020 9:54,0:17:20,,The Blacklist: Season 6: Bastien Moreau (no. 20): Conclusion (Episode 12),,Chrome PC (Cadmium),0:18:31,Not latest view,AL (Albania)
Evis,10/12/2020 9:53,0:00:17,Autoplayed: user action: None; ,Grace and Frankie (Trailer),TRAILER,Chrome PC (Cadmium),0:00:17,Not latest view,AL (Albania)
Evis,10/10/2020 18:26,0:03:56,,The Blacklist: Season 6: Bastien Moreau (no. 20): Conclusion (Episode 12),,Apple iPhone 8 Plus (CDMA),0:03:56,Not latest view,AL (Albania)
Evis,10/10/2020 18:26,0:00:03,,The Blacklist: Season 6: Bastien Moreau (no. 20) (Episode 11),,Apple iPhone 8 Plus (CDMA),0:41:32,0:41:32,AL (Albania)
Evis,10/10/2020 17:45,0:39:23,,The Blacklist: Season 6: Bastien Moreau (no. 20) (Episode 11),,Chrome PC (Cadmium),0:41:54,Not latest view,AL (Albania)
Evis,10/10/2020 17:04,0:40:21,,The Blacklist: Season 6: The Cryptobanker (No. 160) (Episode 10),,Chrome PC (Cadmium),0:42:25,0:42:25,AL (Albania)
Evis,10/10/2020 15:57,0:00:18,,The Blacklist: Season 6: The Cryptobanker (No. 160) (Episode 10),,Chrome PC (Cadmium),0:02:04,Not latest view,AL (Albania)
Evis,10/10/2020 15:16,0:40:07,Autoplayed: user action: None; ,The Blacklist: Season 6: Minister D (No. 99) (Episode 9),,Chrome PC (Cadmium),0:42:23,0:42:23,AL (Albania)
Evis,10/10/2020 14:31,0:41:16,Autoplayed: user action: None; ,The Blacklist: Season 6: Marko Jankowics (No. 58) (Episode 8),,Chrome PC (Cadmium),0:42:27,0:42:27,AL (Albania)
Evis,10/10/2020 13:51,0:40:20,,The Blacklist: Season 6: General Shiro (No. 116) (Episode 7),,Chrome PC (Cadmium),0:42:25,0:42:25,AL (Albania)
Evis,10/10/2020 13:04,0:40:25,,The Blacklist: Season 6: The Ethicist (No. 91) (Episode 6),,Chrome PC (Cadmium),0:42:25,0:42:25,AL (Albania)
Evis,10/10/2020 12:56,0:06:17,,The Blacklist: Season 6: Alter Ego (No. 131) (Episode 5),,Chrome PC (Cadmium),0:42:25,0:42:25,AL (Albania)
Evis,10/10/2020 12:56,0:00:17,Autoplayed: user action: None; ,Moneyball_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:17,0:00:17,AL (Albania)
Evis,10/10/2020 8:11,0:26:43,,The Blacklist: Season 6: Alter Ego (No. 131) (Episode 5),,Chrome PC (Cadmium),0:36:08,Not latest view,AL (Albania)
Evis,10/10/2020 6:57,0:42:20,,The Blacklist: Season 6: The Pawnbrokers (No. 146/147) (Episode 4),,Chrome PC (Cadmium),0:42:20,0:42:20,AL (Albania)
Evis,10/10/2020 6:46,0:07:45,,The Blacklist: Season 6: The Pharmacist (No. 124) (Episode 3),,Chrome PC (Cadmium),0:42:24,0:42:24,AL (Albania)
Evis,10/10/2020 6:43,0:01:37,Autoplayed: user action: None; ,Moneyball_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:00,Not latest view,AL (Albania)
Evis,10/10/2020 6:21,0:12:36,,The Blacklist: Season 6: The Pharmacist (No. 124) (Episode 3),,Chrome PC (Cadmium),0:34:39,Not latest view,AL (Albania)
Evis,10/10/2020 6:20,0:00:07,Autoplayed: user action: None; ,Maid in Manhattan_hook_01_16x9,HOOK,Chrome PC (Cadmium),0:00:07,0:00:07,AL (Albania)
Evis,10/9/2020 13:15,0:14:49,,The Blacklist: Season 6: The Pharmacist (No. 124) (Episode 3),,Chrome PC (Cadmium),0:22:44,Not latest view,AL (Albania)
Evis,10/9/2020 12:14,0:41:57,,The Blacklist: Season 6: The Corsican (No. 20) (Episode 2),,Chrome PC (Cadmium),0:41:58,0:41:58,AL (Albania)
Evis,10/9/2020 9:38,0:00:03,,The Blacklist: Season 6: The Corsican (No. 20) (Episode 2),,Chrome PC (Cadmium),0:00:03,Not latest view,AL (Albania)
Evis,10/9/2020 8:54,0:42:12,,The Blacklist: Season 6: Dr. Hans Koehler (No. 33) (Episode 1),,Chrome PC (Cadmium),0:42:26,0:42:26,AL (Albania)
Evis,10/9/2020 8:54,0:00:08,Autoplayed: user action: None; ,Bodyguard: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),0:00:08,Not latest view,AL (Albania)
Evis,10/8/2020 11:09,0:00:02,,The Blacklist: Season 6: Dr. Hans Koehler (No. 33) (Episode 1),,Chrome PC (Cadmium),0:00:02,Not latest view,AL (Albania)
Evis,10/8/2020 11:04,0:00:06,,The Blacklist: Season 7: Brothers (Episode 17),,Chrome PC (Cadmium),0:00:08,Not latest view,AL (Albania)
